ID,Nombre2,PAIS,FUENTE,Fecha,HORA,MES_COLECTADO,ELEVACION,LATITUD,LONGITUD,TIPO,CLASE,COMENTARIOS,Conductivity,d18O,d2H,d-excess,H3,Precipitation,TempAir,TempWater,Vp
00131624-aed5-4f63-a782-b640e9ccdd47,BOGOTA,CO,GNIP - Monthly,15/11/2019,0:00:00,11,2547,4.7,-74.13,Precipitation,Rain,,,-8.92,-59.2,-50.28,1.83,89.9,14.3,,12.4
001aaf43-a3e9-4e6d-937a-9df283c31578,MANAUS PIRACICABA,BR,GNIP - Monthly,15/09/1978,0:00:00,9,72,-3.12,-60.02,Precipitation,Rain,amount weighted monthly average calculated using daily data,,-1.6,2,3.6,,,,,
0028ae2d-3826-4b70-ade7-158fc3c736b2,PIRACICABA,BR,GNIP - Events,15/02/1990,0:00:00,2,545,-22.71,-46.46583333,Precipitation,Rain,,,-2.58,-9.3,-6.72,,,,,
00456ccd-93c6-48de-aca1-705308737d9f,GALAPAGOS (CDRS),EC,GNIP - Events,8/6/2015,6:00:00,6,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.103028299,-3.34135762,-2.238329321,,0.6,,,
004a614d-f600-4774-a57e-9ed1eb9e2359,LEBRIJA - Majadas,CO,GNIR - Time series,6/6/2005,0:00:00,6,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,135,-9.78,-66.2,-56.42,,,,21.7,
005ff0e5-4d3c-4b3b-8b12-95a9f9ad3a1e,STA MARIA DA SERRA,BR,GNIP - Events,1/4/1998,0:00:00,4,488,-22.66416667,-48.06,Precipitation,Rain,,,-7.94,-55.88,-47.94,,8.2,,,
006304bd-37fb-40f1-8dfc-0681f9dc2a47,STA MARIA DA SERRA,BR,GNIP - Events,3/8/1998,0:00:00,8,488,-22.66416667,-48.06,Precipitation,Rain,,,0.28,16.37,16.09,,4.7,,,
00643c58-4fce-4376-9276-1588eef49705,JAGUARI - Morungaba,BR,GNIR - Time series,28/01/1997,0:00:00,1,755,-22.85084444,-46.78061389,Surface waters,Surface Water - flowing,3d-009-27                ,,-6.27,-45.46,-39.19,,,,,
006a8177-80d1-49af-818d-d10f038193ee,MANAUS,BR,GNIP - Events,15/04/1990,0:00:00,4,72,-3.12,-60.02,Precipitation,Rain,,,-5.15,-24.4,-19.25,,74,,,
007c56c5-9593-457d-8ffb-2e50e3b01ac7,GALAPAGOS (CDRS),EC,GNIP - Events,24/05/2015,6:00:00,5,2,-0.743055556,-90.30222222,Precipitation,Rain,,,1.091261686,10.89055841,9.799296725,,0.5,,,
00842f71-ae4a-45c3-afa7-53a36182894a,LEBRIJA - La Esperanza,CO,GNIR - Time series,24/07/2005,0:00:00,7,1029,7.069166667,-73.07222222,Surface waters,Surface Water - flowing,,73.4,-7.99,-50.5,-42.51,,,,20.5,
00877ca3-e276-42b4-be2d-aba12d128982,SAO GABRIEL,BR,GNIP - Monthly,15/12/1977,0:00:00,12,87,-0.13,-67.08,Precipitation,Rain,,,-1.72,-2.7,-0.98,9.2,341,26.2,,28.9
008fdecc-98d0-45fe-b709-8b173afed828,GALAPAGOS (CDRS),EC,GNIP - Events,28/10/2013,6:00:00,10,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.035435166,1.830557903,2.865993069,,0.6,,,
009324f2-be2e-4dcb-a895-96007f7012ef,CUIABA,BR,GNIP - Monthly,15/11/1980,0:00:00,11,165,-15.6,-56.1,Precipitation,Rain,,,-4.1,-21.6,-17.5,7.4,214,26.4,,27.1
00ab45e3-221f-486d-886f-75a5f7fdf10b,BELLAVISTA (GALAPAGOS IS.),EC,GNIP - Monthly,15/01/2005,0:00:00,1,194,-0.694444444,-90.325,Precipitation,"Rain & Snow (""mixed"")",,,-1.39,-0.44,0.95,,64.2,24.2,,21.7
00ba7551-8957-4b38-8a2d-a2be252da562,TAPAJOS RIVER - Para,BR,GNIR - Time series,31/03/2017,0:00:00,3,5,-1.99,-54.93,Surface waters,Surface Water - flowing,,,-6.517,-40.37,-33.853,,,,,
00bac3bb-0e86-4b3d-85f3-4e9fb43e9c2c,RIO CLARO (UNESP),BR,GNIP - Monthly,15/02/2017,0:00:00,2,614.49694,-22.399288,-47.543743,Precipitation,Precipitation - type unavailable,,,-4.54,-28.8,-24.26,2.79,86.3,24.1,,17.4
00bd22b8-6af5-4ef2-8ba7-5108e86d41d6,ESPOCH,EC,GNIP - Monthly,15/03/2020,0:00:00,3,2820,-1.65,-78.68,Precipitation,Precipitation - type unavailable,,,-9.52,-64.8,-55.28,,,,,
00d4a202-5ab5-4359-b814-b80652bb771c,QUITO-INAMHI,EC,GNIP - Monthly,28/02/2002,0:00:00,2,2789,-0.166666667,-78.48333333,Precipitation,Rain,,,-8.93,-59.8,-50.87,,50.1,14.9,,11.9
00d63e4b-ddc0-4870-894e-5094ab1e2fe0,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/06/2015,0:00:00,6,198,9.357072,-75.289167,Precipitation,Rain,,,-5.09,-35.8,-30.71,,8.1,28.8,,30.6
00fefd70-2094-404d-8e87-48d765112fcf,CACHIMBO,BR,GNIP - Monthly,15/11/1972,0:00:00,11,555,-5.975277778,-39.60638889,Precipitation,Rain,,,-0.01,4,4.01,,224.9,,,
012f525a-5d7f-42c9-879c-15e4a4688236,CAYENNE (FRENCH GUIANA),GF,GNIP - Monthly,15/05/1962,0:00:00,5,8,4.83,-52.37,Precipitation,Precipitation - type unavailable,,,-3.8,-14.9,-11.1,,433,25.8,,29.2
0133dd9b-28f5-4b7b-879f-e708603791ef,SOLIMOES - Manacapuru,BR,GNIR - Time series,1/4/2001,0:00:00,4,14,-3.312222222,-60.63027778,Surface waters,Surface Water - flowing,,,-5.88,-36.15,-30.27,,,,,
01393cb7-4196-4611-b286-4d7990d53859,BRASILIA (AIRPORT),BR,GNIP - Monthly,15/10/1986,0:00:00,10,1061,-15.85,-47.93,Precipitation,Rain,,,-4.6,-22,-17.4,,106,21.8,,17.3
01403c8f-f7a3-4a5b-8825-2f61d3b4f499,BOGOTA,CO,GNIP - Monthly,15/05/1974,0:00:00,5,2547,4.7,-74.13,Precipitation,Rain,,,-11.9,-90.2,-78.3,13.3,61,13,,11.8
0140d262-20a5-47e0-9fd2-e8db8dcc3087,"MAGDALENA - Calamar (Bolivar, Intendencia Fluvial)",CO,GNIR - Time series,31/07/2017,16:50:00,7,2,10.25321,-74.91608,Surface waters,Surface Water - flowing,Sampling time is local time,,-8.122,-58.54,-50.418,,,,,
01452af5-d502-4f60-878e-236f4853a4fb,FORTALEZA,BR,GNIP - Monthly,15/07/1975,0:00:00,7,27,-3.72,-38.55,Precipitation,Rain,,,-1.53,-0.4,1.13,6,120,25,,26.4
014695e9-c07e-44ac-8cf9-f48f3a0b4041,JAGUARI - Morungaba,BR,GNIR - Time series,28/05/1996,0:00:00,5,755,-22.85084444,-46.78061389,Surface waters,Surface Water - flowing,3d-009-16                ,,-6.63,-39.88,-33.25,,,,,
014f0727-424b-473c-a912-634f789ba3f3,PORTO ALEGRE,BR,GNIP - Monthly,15/02/1983,0:00:00,2,7,-30.08,-51.18,Precipitation,Rain,,,-6.61,-40.9,-34.29,,159,24.2,,23.5
0154f7fe-6bb2-486f-8d3a-4ed6b6826ba9,BRAGANCA PAULISTA,BR,GNIP - Events,25/02/1998,0:00:00,2,864,-22.94916667,-46.54916667,Precipitation,Rain,,,-8.18,-52.14,-43.96,,45.9,,,
01578dd1-6688-47f6-a3cd-d829f05f78e3,PICHILINGUE,EC,GNIP - Monthly,15/07/2019,0:00:00,7,120,-1.1,-79.46166667,Precipitation,Precipitation - type unavailable,,,-1.71,-5.8,-4.09,,,,,
01599463-080d-4569-9ff1-90cd813876c0,LEBRIJA - La Esperanza,CO,GNIR - Time series,1/4/2005,0:00:00,4,1029,7.069166667,-73.07222222,Surface waters,Surface Water - flowing,,59.6,-7.73,-48,-40.27,,,,22.9,
0159be82-6ee7-4421-af25-e3346c597301,PIRACICABA,BR,GNIP - Events,22/02/1998,0:00:00,2,545,-22.71,-46.46583333,Precipitation,Rain,,,-5.34,-38.76,-33.42,,20.6,,,
015d6449-b6c4-42f8-81d3-bfb4c75ba548,CAYENNE,GF,GNIP - Monthly,15/08/2020,0:00:00,8,2,4.93,-52.32,Precipitation,Rain,,,-2.02,-4.7,-2.68,,48.9,,,
0176ba4d-4fe0-418c-ba22-e28ad45b2575,CEARA MIRIM,BR,GNIP - Monthly,15/11/1973,0:00:00,11,8,-5.8,-35.2,Precipitation,Rain,,,-0.53,7.6,8.13,5.4,13,25.9,,24.9
01775d58-1990-4a19-83c5-6cdc452bd97a,MACHALA,EC,GNIP - Monthly,15/03/1993,0:00:00,3,6,-3.25,-79.98333333,Precipitation,Precipitation - type unavailable,,,-6.47,-44.2,-37.73,,160,,,
017c725f-fa64-4156-a44e-652b47e04f82,FORTALEZA,BR,GNIP - Monthly,15/05/1965,0:00:00,5,27,-3.72,-38.55,Precipitation,Rain,,,-4.4,-26.7,-22.3,44.6,369,26.2,,28.1
01838059-8013-46f6-9ffb-73cc5ac0ab1a,CACHIMBO,BR,GNIP - Monthly,15/04/1973,0:00:00,4,555,-5.975277778,-39.60638889,Precipitation,Rain,,,-7.7,-52,-44.3,,409.2,,,
018477f4-5361-4df5-b2cf-7dc21183be08,BOGOTA,CO,GNIP - Monthly,15/08/2020,0:00:00,8,2547,4.7,-74.13,Precipitation,Rain,,,-9.5,-67.6,-58.1,,39,14.2,,11.6
018565e9-52af-4726-b8d3-0b8d38e1a49b,BELLAVISTA (GALAPAGOS IS.),EC,GNIP - Monthly,15/07/2003,0:00:00,7,194,-0.694444444,-90.325,Precipitation,"Rain & Snow (""mixed"")",,,-1.46,-0.9,0.56,0.4,65.8,20.8,,
019327b7-863d-41de-9e88-d5113778136e,BELO HORIZONTE-CDTN,BR,GNIP - Monthly,15/06/2016,0:00:00,6,857,-19.87086111,-43.96733333,Precipitation,Rain,,,-1.68,2.8,4.48,2.56,75.3,18.9,,22.7
019a3aa9-372e-4ce5-a45f-02db85104f9b,EL PICACHO,CO,GNIP - Monthly,15/03/2006,0:00:00,3,,7.112777778,-72.96972222,Precipitation,Rain,,,-7.05,-41.36,-34.31,,,,,
019bc8bd-e0fa-44ee-8630-b71f30f416c6,UZHCURRUMI,EC,GNIP - Monthly,15/05/1993,0:00:00,5,290,-3.322222222,-79.6,Precipitation,Precipitation - type unavailable,,,-4.89,-33.4,-28.51,,108,,,
019d589a-4d49-4d45-a2af-dc0604c64aaa,LEBRIJA - Conquistador,CO,GNIR - Time series,21/01/2005,0:00:00,1,1073,6.991944444,-73.03888889,Surface waters,Surface Water - flowing,,72.3,-7.55,-48.95,-41.4,,,,21.9,
019e1eb3-dba6-46e5-9e75-2972fb5cd62b,GALAPAGOS (CDRS),EC,GNIP - Events,7/6/2014,6:00:00,6,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.354686704,0.938355676,2.29304238,,4.8,,,
01a0774f-dee7-4f97-82b3-74df18d68785,PUYO,EC,GNIP - Monthly,15/04/2017,0:00:00,4,960,-1.5075,-77.94388889,Precipitation,Rain,,,-8.13,-62,-53.87,,384.7,,,
01a4d115-9c62-497f-be2b-28f0bef82781,IZOBAMBA,EC,GNIP - Monthly,15/02/1978,0:00:00,2,3058,-0.37,-78.55,Precipitation,Rain,,,-14.69,-105.7,-91.01,8.1,78,12.3,,10.9
01a5ef66-f6f7-4d48-b413-6820f4b95c9f,BACIA MODELO,BR,GNIP - Events,5/12/1989,0:00:00,12,43,-2.95,-60.2,Precipitation,Rain,,,-1.55,-2.4,-0.85,,,,,
01ad2da7-4b36-42db-a4a4-80fd31fccec3,CAYENNE (FRENCH GUIANA),GF,GNIP - Monthly,15/09/1974,0:00:00,9,8,4.83,-52.37,Precipitation,Rain,,,-0.39,3.7,4.09,8.1,121,25.6,,27.7
01b72a68-6511-457a-8723-d0b530cdd53f,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/10/2014,0:00:00,10,198,9.357072,-75.289167,Precipitation,Rain,,,-7.59,-51.3,-43.71,,242.1,25.8,,
01b98d2d-10ec-4522-b626-fe3c55808b80,LEBRIJA - Cafe Madrid,CO,GNIR - Time series,13/07/2006,0:00:00,7,621,7.167222222,-73.14638889,Surface waters,Surface Water - flowing,,70.7,-9.61,-66.41,-56.8,,,,21.3,
01c04247-358d-46ec-b18e-b263dc1207aa,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/10/2006,0:00:00,10,198,9.357072,-75.289167,Precipitation,Rain,,,-7.02,-45.83,-38.81,,127.6,29.8,,
01c55f46-09db-4ae1-807f-65a2cf445194,PLANTA NIMA,CO,GNIP - Monthly,15/12/2003,0:00:00,12,1170,3.33,-76.13,Precipitation,Rain,,,-7,-49.3,-42.3,,1100,,,
01c6165c-ec75-4c61-8c76-a51160e12e5c,BELEM PIRACICABA,BR,GNIP - Monthly,15/11/1978,0:00:00,11,24,-1.43,-48.48,Precipitation,Rain,amount weighted monthly average calculated using daily data,,-0.9,4,4.9,,120,,,
01ca4e56-5dae-43e4-8698-9a48b134e49c,CEARA MIRIM,BR,GNIP - Monthly,15/03/1973,0:00:00,3,8,-5.8,-35.2,Precipitation,Rain,,,-3.14,-14,-10.86,7.1,296,26.5,,28.1
01cf9018-c19e-4736-8926-b49aeedcd1fc,IZOBAMBA,EC,GNIP - Monthly,15/06/1996,0:00:00,6,3058,-0.37,-78.55,Precipitation,Precipitation - type unavailable,,,-14.78,-107.4,-92.62,,,,,
01e95ad2-6f6a-4186-8718-73532e660cc7,SAN GABRIEL,EC,GNIP - Monthly,15/04/2017,0:00:00,4,2860,0.604166667,-77.81944444,Precipitation,Rain,,,-16,-117.7,-101.7,,56.9,,,
01eb5d19-9cd2-493e-a60a-30f6c5b7e3cc,PIRACICABA,BR,GNIP - Events,23/05/1997,0:00:00,5,545,-22.71,-46.46583333,Precipitation,Rain,,,-5.3,-30.7,-25.4,,5.4,,,
01f08ea1-153a-4421-a680-a1b1060f7627,LEBRIJA - Conquistador,CO,GNIR - Time series,19/09/2005,0:00:00,9,1073,6.991944444,-73.03888889,Surface waters,Surface Water - flowing,,107,-8.95,-61.25,-52.3,,,,23.9,
01ffd6ff-d0fa-4dc1-8b6d-fe5f902a6e6b,BELO HORIZONTE-CDTN,BR,GNIP - Monthly,15/10/2020,0:00:00,10,857,-19.87086111,-43.96733333,Precipitation,Precipitation - type unavailable,,,-1.98,-1.3,0.68,2.86,,,,
02050128-1f01-4c3c-bcc8-5355d617862b,UZHCURRUMI,EC,GNIP - Monthly,15/05/1994,0:00:00,5,290,-3.322222222,-79.6,Precipitation,Precipitation - type unavailable,,,-3.74,-22,-18.26,,31,,,
0209b5a9-a481-4521-9651-83efc8ee6993,BELO HORIZONTE-CDTN,BR,GNIP - Monthly,15/02/2016,0:00:00,2,857,-19.87086111,-43.96733333,Precipitation,Rain,,,-2.71,-11.1,-8.39,1.97,175.7,25.2,,28.8
021745c1-ac19-44a7-bde9-82c2ed2b39ae,GALAPAGOS (CDRS),EC,GNIP - Events,6/2/2016,6:00:00,2,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.098134558,2.150302193,3.248436751,,1,,,
0233ac40-a4b3-4ae5-9d4c-2367ef0f91f4,CUIABA,BR,GNIP - Monthly,15/03/1974,0:00:00,3,165,-15.6,-56.1,Precipitation,Rain,,,-11.91,-83.8,-71.89,13.3,195,25.6,,28.1
02351f07-b63a-4816-b394-1cd1972c957a,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/06/2020,0:00:00,6,198,9.357072,-75.289167,Precipitation,Precipitation - type unavailable,,,-9.28,-70.4,-61.12,,,,,
023ed2a5-a48d-44e3-b1f4-3af53fe1095d,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/09/2003,0:00:00,9,198,9.357072,-75.289167,Precipitation,Rain,,,-6.84,-41.1,-34.26,,,,,
024b3267-7920-43e4-b98f-a82465f028ab,LA SIRENA,CO,GNIP - Monthly,15/07/2003,0:00:00,7,2605,3.305997222,-76.07,Precipitation,Rain,,,-7,-46.2,-39.2,,1490,,,
024b790c-bcbd-41cf-97f3-40fda9e2cac9,CUMBAYA (USFQ),EC,GNIP - Monthly,15/06/2016,0:00:00,6,2380,-0.1968,-78.436,Precipitation,Rain,,,-8.59,-59.2,-50.61,,35.9,15.6,,12.6
02511685-0151-49e4-ad60-e01e4abfc930,AMAZON - Obidos (GRO),BR,GNIR - Time series,23/10/2012,0:00:00,10,1,-1.92,-55.52,Surface waters,Surface Water - flowing,,,-3.682,-21.29,-17.608,,,,,
027e85b8-063f-4583-b6fc-08602e8bbcad,CAYENNE,GF,GNIP - Monthly,15/11/2022,0:00:00,11,2,4.93,-52.32,Precipitation,Rain,composite sample Oct+Nov.,,-2.86,-14.2,-11.34,,,,,
02845ed0-35e2-4ebf-bb3d-480f3df3f09e,BOGOTA,CO,GNIP - Monthly,15/06/1976,0:00:00,6,2547,4.7,-74.13,Precipitation,Rain,,,-12.43,-87.4,-74.97,11.6,63,12.9,,11.7
02892bb7-782c-4d12-a09e-036c4801b7ab,AMALUZA,EC,GNIP - Monthly,15/02/1994,0:00:00,2,1720,-2.6,-78.56666667,Precipitation,Precipitation - type unavailable,,,-5.83,-32.1,-26.27,,330,,,
028ad573-6123-4f55-8c3c-7620e516e522,BOGOTA,CO,GNIP - Monthly,15/10/2005,0:00:00,10,2547,4.7,-74.13,Precipitation,Rain,,,-6.69,-39.19,-32.5,2.72,131.3,12.7,,12.5
028cdcfe-de13-4945-bdcb-40a6f9507db2,IZOBAMBA,EC,GNIP - Monthly,15/03/1991,0:00:00,3,3058,-0.37,-78.55,Precipitation,Rain,MONTHLY TRITIUM VALUE HAS BEEN WEIGHTED FROM A THREE-MONTHLY COMPOSITE SAMPLE.,,-10.82,-71.3,-60.48,2.8,181,12.3,,12.3
0292589a-e644-4832-b2e8-e3abb1a0d61d,SAO PAULO,BR,GNIP - Events,15/03/1990,0:00:00,3,746,-23.57,-46.63333333,Precipitation,Rain,,,-8.81,-51.9,-43.09,,,,,
02991cdd-7f44-431f-94c2-eb8db07eb91d,SAO GABRIEL,BR,GNIP - Monthly,15/06/1973,0:00:00,6,87,-0.13,-67.08,Precipitation,Rain,,,-6.5,-43,-36.5,9.4,169,25.5,,28.1
02a4b6a4-a2ab-499a-ab68-a7e8e1e7885f,CUIABA,BR,GNIP - Monthly,15/02/1970,0:00:00,2,165,-15.6,-56.1,Precipitation,Rain,,,-4.05,-29.1,-25.05,24.5,120,26.3,,28.7
02adf68d-8ad6-4af8-9d31-9eae881852f2,BELEM,BR,GNIP - Events,30/09/1989,0:00:00,9,24,-1.43,-48.48,Precipitation,Rain,,,-2.06,-4.8,-2.74,,185,,,
02afbe01-18ce-4687-8b7c-38798d94e1e3,CUENCA,EC,GNIP - Monthly,15/05/1992,0:00:00,5,2510,-2.883333333,-78.98333333,Precipitation,Precipitation - type unavailable,,,-7.49,-51.7,-44.21,,51,16.6,,
02b2dc8e-78bc-4b3b-b46d-610809453596,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/07/2006,0:00:00,7,198,9.357072,-75.289167,Precipitation,Rain,,,-7.28,-48.64,-41.36,,220.7,28.6,,
02b35f67-efb5-4a1d-9b18-d51875304497,LEBRIJA - La Esperanza,CO,GNIR - Time series,3/10/2007,0:00:00,10,1029,7.069166667,-73.07222222,Surface waters,Surface Water - flowing,,,-8.21,-53.32,-45.11,,,,,
02b8c970-758d-4d3b-ab0b-5f0560c7d264,LEBRIJA - Conquistador,CO,GNIR - Time series,1/3/2007,0:00:00,3,1073,6.991944444,-73.03888889,Surface waters,Surface Water - flowing,,455,-8.21,-61.17,-52.96,,,,21.5,
02b9c114-a235-4b60-961a-193b54347c50,BELEM,BR,GNIP - Monthly,15/12/1974,0:00:00,12,24,-1.43,-48.48,Precipitation,Rain,,,-1.36,-6.4,-5.04,6.3,293,25.6,,29.8
02c5ee9e-6d02-4378-be1d-3bdee8625ba5,PUERTO ALMENDRAS - IQUITOS,PE,GNIP - Monthly,15/04/2012,0:00:00,4,98,-3.823991667,-73.377425,Precipitation,Rain,,,-12.78,-96.1,-83.32,1.457914023,391.4,25.9,,28.1
02cc604d-f267-4c59-8320-707c75bb1d0e,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/08/2006,0:00:00,8,198,9.357072,-75.289167,Precipitation,Rain,,,-6.85,-44.5,-37.65,,148.3,29.1,,
02cf7d65-f164-4876-9a83-acc08ba8a5c8,CUIABA,BR,GNIP - Monthly,15/12/1976,0:00:00,12,165,-15.6,-56.1,Precipitation,Rain,,,-4.89,-23.3,-18.41,11.4,183,26.3,,26.4
02d094a3-8206-4e05-a9ed-2506a2cf0b6b,BOGOTA,CO,GNIP - Monthly,15/02/1982,0:00:00,2,2547,4.7,-74.13,Precipitation,Rain,,,-9.28,-67.3,-58.02,12.7,39,13.9,,12.7
02e0efda-1983-42b2-8da0-016091230c4d,SAO GABRIEL,BR,GNIP - Monthly,15/07/1966,0:00:00,7,87,-0.13,-67.08,Precipitation,Precipitation - type unavailable,,,-2.16,1.4,3.56,,324,24.4,,27.1
02e760e4-30b5-4f5e-b757-7dbe5aecc4a7,TULENAPA,CO,GNIP - Monthly,15/10/2015,0:00:00,10,30,7.789855,-76.650846,Precipitation,Rain,,,-5.41,-31.8,-26.39,1.24,270.6,26.1,,
02ebc2ba-6f2d-4331-a56d-ef9ec7577e25,ESPOCH,EC,GNIP - Monthly,15/11/2019,0:00:00,11,2820,-1.65,-78.68,Precipitation,Precipitation - type unavailable,,,-10.01,-64.8,-54.79,,,,,
02fb5e8c-8516-46e9-bc1d-95b203450a20,GALAPAGOS (CDRS),EC,GNIP - Events,16/09/2013,6:00:00,9,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-0.872535966,-1.006016182,-0.133480216,,0.5,,,
0301cd83-371b-4ea6-afc5-6a2a4738ff35,AMAZON - Obidos (GRO),BR,GNIR - Time series,4/11/2014,0:00:00,11,1,-1.92,-55.52,Surface waters,Surface Water - flowing,,,-4.085,-22.06,-17.975,,,,,
03140008-0bbb-45cc-8000-ccacb7dc4ad2,LOJA (LA ARGELIA),EC,GNIP - Monthly,15/06/2018,0:00:00,6,2130,-4.036388889,-79.20111111,Precipitation,Precipitation - type unavailable,,,-5.44,-35.9,-30.46,,,,,
031adbc8-d613-424b-a2a9-40fc305e2a1f,LEBRIJA - Majadas,CO,GNIR - Time series,25/12/2005,0:00:00,12,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,239,-7.69,-51.8,-44.11,,,,24.6,
0321d3b8-a653-4d03-91c0-023aefbabb87,CAYENNE (FRENCH GUIANA),GF,GNIP - Monthly,15/03/1975,0:00:00,3,8,4.83,-52.37,Precipitation,Rain,,,-0.9,1.4,2.3,4.8,234,25.3,,27.1
0322ebe1-a727-4407-ab2f-feca82d6dd95,BELLAVISTA (GALAPAGOS IS.),EC,GNIP - Monthly,15/05/2004,0:00:00,5,194,-0.694444444,-90.325,Precipitation,"Rain & Snow (""mixed"")",,,-1.91,-5.4,-3.49,,8.2,23.2,,25.7
0324297e-aff2-450b-916e-cf8cff565d12,LEBRIJA - Majadas,CO,GNIR - Time series,17/03/2006,0:00:00,3,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,170,-8.61,-58.35,-49.74,,,,23.8,
032647da-9dde-4f84-be41-e161d76f91b8,RIO DE JANEIRO,BR,GNIP - Monthly,15/03/1976,0:00:00,3,26,-22.9,-43.17,Precipitation,Rain,,,-5.53,-25.2,-19.67,9.2,114,25.4,,23.4
032fe54b-7491-41c5-92f6-5eb805809ac8,PIEDECUESTA,CO,GNIP - Monthly,15/09/2005,0:00:00,9,1000,7,-73.08333333,Precipitation,Rain,,,-6.43,-40.18,-33.75,,124.1,19.2,,
03312f6d-daf9-49d4-b8bf-c82f7c9ebfd0,MANAUS,BR,GNIP - Monthly,15/01/1987,0:00:00,1,72,-3.12,-60.02,Precipitation,Rain,MONTHLY TRITIUM VALUE HAS BEEN WEIGHTED FROM A THREE-MONTHLY COMPOSITE SAMPLE.,,-3.9,-16,-12.1,4.3,274,26.1,,29.3
03385577-0d25-45fc-aef0-ed5bdb002e68,RIO CLARO (UNESP),BR,GNIP - Monthly,15/09/2013,0:00:00,9,614.49694,-22.399288,-47.543743,Precipitation,Rain,,,-0.72,6.4,7.12,3.4,42.1,20.4,,19.2
03403fe2-4d8a-4168-b24a-03056a0b06ac,CAMPINAS,BR,GNIP - Events,18/11/1997,0:00:00,11,661,-23,-47.13333333,Precipitation,Rain,,,-4.43,-29.46,-25.03,,18,,,
0351d0f8-690a-43b1-ae01-60d594dfe13e,PIATA,PE,GNIP - Monthly,15/03/2002,0:00:00,3,3810,-15.24166667,-69.675,Precipitation,Rain,,,-14.74,-118.4,-103.66,,108.8,,,
035a3573-c4d9-4aec-bfba-5f01e47d9693,MANAUS,BR,GNIP - Events,31/05/1989,0:00:00,5,72,-3.12,-60.02,Precipitation,Rain,,,-6.96,-38.3,-31.34,,290,,,
035ca31b-e5da-4ee0-8e72-09a85051b74a,Japura - 01,BR,GNIR - Synoptic,31/05/1977,0:00:00,5,32,-1.86,-65.43,Surface waters,Surface Water - flowing,,,-6.99,-45.7,-38.71,,,,,
035cea64-b8ad-4b0d-8c1b-628f4faf6e92,CEARA MIRIM,BR,GNIP - Monthly,15/08/1974,0:00:00,8,8,-5.8,-35.2,Precipitation,Rain,,,-0.34,8.9,9.24,4.8,59,23.6,,23.4
0360d9e8-5dcf-47a3-88c1-6563a364cb95,SOLIMOES - Manacapuru,BR,GNIR - Time series,27/01/2001,0:00:00,1,14,-3.312222222,-60.63027778,Surface waters,Surface Water - flowing,,,-5.32,-26.68,-21.36,,,,,
036c2a29-d36b-4b67-bd3c-2067691c3c2d,BOGOTA,CO,GNIP - Monthly,15/10/1975,0:00:00,10,2547,4.7,-74.13,Precipitation,Rain,,,-12.96,-91.1,-78.14,8.8,161,12.4,,12.3
036cd3fa-cf41-4e14-8338-1f46ca9de102,TONA,CO,GNIP - Monthly,15/06/2005,0:00:00,6,2660,7.198611111,-72.97388889,Precipitation,Rain,,,-11.17,-81.61,-70.44,,157,16.4,,
0376b366-9657-4033-9543-06971e4efd2e,BRASILIA (AIRPORT),BR,GNIP - Monthly,15/05/1968,0:00:00,5,1061,-15.85,-47.93,Precipitation,Rain,,,-1.52,2.1,3.62,21.2,28,17.7,,15
0378fe4f-4de1-4e39-baf3-805a4be46c51,QUITO-INAMHI,EC,GNIP - Monthly,15/11/2020,0:00:00,11,2789,-0.166666667,-78.48333333,Precipitation,Precipitation - type unavailable,,,-12.63,-88.4,-75.77,,,,,
03828dcd-d697-4e3d-9eca-b8ed0b859281,BRASILIA (AIRPORT),BR,GNIP - Monthly,15/01/1984,0:00:00,1,1061,-15.85,-47.93,Precipitation,Rain,,,-4,-17,-13,,137,21.7,,18
0392c3a9-3bbc-46fd-9575-14d197926ebd,LEBRIJA - Cafe Madrid,CO,GNIR - Time series,26/07/2006,0:00:00,7,621,7.167222222,-73.14638889,Surface waters,Surface Water - flowing,,164,-9.27,-64.67,-55.4,,,,24.3,
039c259d-19a7-4da8-b4df-590923d8415e,PIRACICABA,BR,GNIP - Events,28/10/1996,0:00:00,10,545,-22.71,-46.46583333,Precipitation,Rain,,,-6.1,-33.2,-27.1,,32,,,
03a0bc19-5101-4c56-a6ff-dcc619ae3a87,CUIABA,BR,GNIP - Monthly,15/03/1981,0:00:00,3,165,-15.6,-56.1,Precipitation,Rain,,,-11,-82.4,-71.4,6.6,190,26.5,,29
