ID,"	Nombre2",LATITUD,LONGITUD,ELEVACION,Fecha,AÑO,MES_COLECTADO,"	d2H","	d18O",H3,H3 Error,d-excess,TIPO,CLASE,PAIS,FUENTE
IDEAM_RNI_Viterbo44696,Viterbo,5.06483333,-75.869769,,15/05/2022,2022,5,-96.9,-10.26,,,-14.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Viterbo44727,Viterbo,5.06483333,-75.869769,,15/06/2022,2022,6,-116.1,-13.96,,,-4.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Viterbo44757,Viterbo,5.06483333,-75.869769,,15/07/2022,2022,7,-88.1,-10.78,,,-1.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Viterbo44788,Viterbo,5.06483333,-75.869769,,15/08/2022,2022,8,-61.8,-7.3,,,-3.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Viterbo44819,Viterbo,5.06483333,-75.869769,,15/09/2022,2022,9,-67.5,-9.2,,,6.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42200,San Andres,12.532667,-81.718583,,15/07/2015,2015,7,-3.27,-0.889,,,3.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42231,San Andres,12.532667,-81.718583,,15/08/2015,2015,8,1.22,-0.547,,,5.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42262,San Andres,12.532667,-81.718583,,15/09/2015,2015,9,-11.67,-2.373,,,7.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42292,San Andres,12.532667,-81.718583,,15/10/2015,2015,10,-12.47,-2.512,,,7.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42322,San Andres,12.532667,-81.718583,,14/11/2015,2015,11,-15.83,-3.22,,,9.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42353,San Andres,12.532667,-81.718583,,15/12/2015,2015,12,1.58,-0.686,,,7.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42384,San Andres,12.532667,-81.718583,,15/01/2016,2016,1,6.85,-0.226,,,8.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42415,San Andres,12.532667,-81.718583,,15/02/2016,2016,2,9.53,-0.237,,,11.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42444,San Andres,12.532667,-81.718583,,15/03/2016,2016,3,11.35,0.349,,,8.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42479,San Andres,12.532667,-81.718583,,19/04/2016,2016,4,9.95,0.822,,,3.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42505,San Andres,12.532667,-81.718583,,15/05/2016,2016,5,2.29,-0.611,,,7.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42536,San Andres,12.532667,-81.718583,,15/06/2016,2016,6,-17.84,-3.037,,,6.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42566,San Andres,12.532667,-81.718583,,15/07/2016,2016,7,-1.82,-1.214,,,7.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42598,San Andres,12.532667,-81.718583,,16/08/2016,2016,8,0.08,-1.075,,,8.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42628,San Andres,12.532667,-81.718583,,15/09/2016,2016,9,-13.58,-2.894,,,9.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42658,San Andres,12.532667,-81.718583,,15/10/2016,2016,10,-19.85,-3.759,,,10.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42689,San Andres,12.532667,-81.718583,,15/11/2016,2016,11,-38.38,-6.388,,,12.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42719,San Andres,12.532667,-81.718583,,15/12/2016,2016,12,-8.26,-2.47,,,11.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42747,San Andres,12.532667,-81.718583,,12/1/2017,2017,1,2.52,-1.333,,,13.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42809,San Andres,12.532667,-81.718583,,15/03/2017,2017,3,4.48,-1.008,,,12.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42840,San Andres,12.532667,-81.718583,,15/04/2017,2017,4,4.35,1.759,,,-9.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42867,San Andres,12.532667,-81.718583,,12/5/2017,2017,5,-18.304,-0.843,,,-11.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42901,San Andres,12.532667,-81.718583,,15/06/2017,2017,6,-29.496,-5.083,,,11.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42930,San Andres,12.532667,-81.718583,,14/07/2017,2017,7,-20.958,-4.376,,,14,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42962,San Andres,12.532667,-81.718583,,15/08/2017,2017,8,-9.069,-2.987,,,14.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres42993,San Andres,12.532667,-81.718583,,15/09/2017,2017,9,-16.285,-4.294,,,18.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43022,San Andres,12.532667,-81.718583,,14/10/2017,2017,10,-53.972,-8.74,,,15.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43054,San Andres,12.532667,-81.718583,,15/11/2017,2017,11,-8.116,-3.303,,,18.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43084,San Andres,12.532667,-81.718583,,15/12/2017,2017,12,-3,-1.68,,,10.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43112,San Andres,12.532667,-81.718583,,12/1/2018,2018,1,-1.5,-1.45,,,10.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43146,San Andres,12.532667,-81.718583,,15/02/2018,2018,2,5.8,-0.66,,,11.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43201,San Andres,12.532667,-81.718583,,11/4/2018,2018,5-Apr,-25.2,-4.44,,,10.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43266,San Andres,12.532667,-81.718583,,15/06/2018,2018,6,-14.7,-2.77,,,7.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43738,San Andres,12.588611,-81.700833,,30/09/2019,2019,9,-6.121,-1.143,12.70321681,,3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43777,San Andres,12.588611,-81.700833,,8/11/2019,2019,11,-19.248,-3.912,12.04688502,,12,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43798,San Andres,12.588611,-81.700833,,29/11/2019,2019,11,4.609,-1.409,32.99108364,,15.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43826,San Andres,12.588611,-81.700833,,27/12/2019,2019,12,3.159,-0.64,53.02793614,,8.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43854,San Andres,12.588611,-81.700833,,24/01/2020,2020,1,2.72,-1.261,70.43714676,,12.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43877,San Andres,12.588611,-81.700833,,16/02/2020,2020,2,6.942,-1.175,152.6195577,,16.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43913,San Andres,12.588611,-81.700833,,23/03/2020,2020,3,1.225,-1.16,251.7827301,,10.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43959,San Andres,12.588611,-81.700833,,8/5/2020,2020,5,14.83,1.296,266.7535192,,4.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres43965,San Andres,12.588611,-81.700833,,14/05/2020,2020,5,-15.804,-3.28,533.4412209,,10.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44015,San Andres,12.588611,-81.700833,,3/7/2020,2020,7,-20.28,-3.791,543.4861942,,10,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44050,San Andres,12.588611,-81.700833,,7/8/2020,2020,8,-9.94,-2.343,8.806715212,,8.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44082,San Andres,12.588611,-81.700833,,8/9/2020,2020,9,-5.683,-1.964,10.07209274,,10,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44113,San Andres,12.588611,-81.700833,,9/10/2020,2020,10,-15.407,-3.7,14.19636203,,14.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44141,San Andres,12.588611,-81.700833,,6/11/2020,2020,11,-22.919,-4.511,27.36135105,,13.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44172,San Andres,12.588611,-81.700833,,7/12/2020,2020,12,-41.802,-6.56,44.98337436,,10.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44186,San Andres,12.588611,-81.700833,,21/12/2020,2020,12,-2.461,-1.643,61.04156253,,10.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44221,San Andres,12.588611,-81.700833,,25/01/2021,2021,1,3.267,-1.015,83.11469633,,11.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44235,San Andres,12.588611,-81.700833,,8/2/2021,2021,2,9.312,-4.347,171.7062538,,44.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44291,San Andres,12.588611,-81.700833,,5/4/2021,2021,4,9.715,-0.195,279.110366,,11.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44303,San Andres,12.588611,-81.700833,,17/04/2021,2021,4,12.733,0.518,481.3774353,,8.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44337,San Andres,12.588611,-81.700833,,21/05/2021,2021,5,10.992,0.161,9.702021013,,9.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44365,San Andres,12.588611,-81.700833,,18/06/2021,2021,6,-11.294,-3.4,15.90266193,,15.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44396,San Andres,12.588611,-81.700833,,19/07/2021,2021,7,0.509,-0.567,5.042130493,,5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44424,San Andres,12.588611,-81.700833,,16/08/2021,2021,8,-15.007,-3.512,13.0927719,,13.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44456,San Andres,12.588611,-81.700833,,17/09/2021,2021,9,-8.168,-2.422,11.20448622,,11.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44484,San Andres,12.588611,-81.700833,,15/10/2021,2021,10,-9.633,-2.628,11.3920352,,11.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44515,San Andres,12.588611,-81.700833,,15/11/2021,2021,11,3.82,-0.557,8.277577885,,8.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44547,San Andres,12.588611,-81.700833,,17/12/2021,2021,12,7.97,-0.129,8.998492268,,9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44607,San Andres,12.588611,-81.700833,,15/02/2022,2022,2,7.583,-0.559,12.05280164,,12.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44697,San Andres,12.588611,-81.700833,,16/05/2022,2022,5,-19.8,-3.02,,,4.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44727,San Andres,12.588611,-81.700833,,15/06/2022,2022,6,-30,-3.39,,,-2.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44758,San Andres,12.588611,-81.700833,,16/07/2022,2022,7,-11.7,-1.83,,,2.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44788,San Andres,12.588611,-81.700833,,15/08/2022,2022,8,-16.9,-2.94,,,6.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44819,San Andres,12.588611,-81.700833,,15/09/2022,2022,9,-20.2,-3.25,,,5.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_San Andres44850,San Andres,12.588611,-81.700833,,16/10/2022,2022,10,-30.5,-4.98,,,9.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42292,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2015,2015,10,-55.17,-7.041,,,1.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42323,Santiago de Cali,3.317708056,-76.63669028,1720,15/11/2015,2015,11,-79.02,-11.02,,,9.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42353,Santiago de Cali,3.317708056,-76.63669028,1720,15/12/2015,2015,12,-34.31,-5.35,,,8.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42384,Santiago de Cali,3.317708056,-76.63669028,1720,15/01/2016,2016,1,-25.51,-4.366,,,9.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42415,Santiago de Cali,3.317708056,-76.63669028,1720,15/02/2016,2016,2,-12.63,-2.823,,,10,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42444,Santiago de Cali,3.317708056,-76.63669028,1720,15/03/2016,2016,3,-19,-3.663,,,10.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42475,Santiago de Cali,3.317708056,-76.63669028,1720,15/04/2016,2016,4,-71.06,-9.86,,,7.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42505,Santiago de Cali,3.317708056,-76.63669028,1720,15/05/2016,2016,5,-108.57,-14.113,,,4.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42536,Santiago de Cali,3.317708056,-76.63669028,1720,15/06/2016,2016,6,-80.78,-11.151,,,8.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42566,Santiago de Cali,3.317708056,-76.63669028,1720,15/07/2016,2016,7,-69.25,-9.804,,,9.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42597,Santiago de Cali,3.317708056,-76.63669028,1720,15/08/2016,2016,8,-52.24,-7.673,,,9.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42628,Santiago de Cali,3.317708056,-76.63669028,1720,15/09/2016,2016,9,-57.69,-8.211,,,8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42658,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2016,2016,10,-74.47,-10.53,,,9.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42689,Santiago de Cali,3.317708056,-76.63669028,1720,15/11/2016,2016,11,-74.2,-10.38,,,8.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42719,Santiago de Cali,3.317708056,-76.63669028,1720,15/12/2016,2016,12,-77.3,-9.92,,,2.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42750,Santiago de Cali,3.317708056,-76.63669028,1720,15/01/2017,2017,1,-59.3,-8.56,,,9.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42781,Santiago de Cali,3.317708056,-76.63669028,1720,15/02/2017,2017,2,-28.5,-4.33,,,6.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42809,Santiago de Cali,3.317708056,-76.63669028,1720,15/03/2017,2017,3,-84.5,-11.29,,,5.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42840,Santiago de Cali,3.317708056,-76.63669028,1720,15/04/2017,2017,4,-83.4,-10.33,,,-0.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42870,Santiago de Cali,3.317708056,-76.63669028,1720,15/05/2017,2017,5,-159.3,-22.2,,,18.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42901,Santiago de Cali,3.317708056,-76.63669028,1720,15/06/2017,2017,6,-93.2,-13.34,,,13.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42931,Santiago de Cali,3.317708056,-76.63669028,1720,15/07/2017,2017,7,-71.2,-10.31,,,11.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42962,Santiago de Cali,3.317708056,-76.63669028,1720,15/08/2017,2017,8,-60.8,-9.5,,,15.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali42993,Santiago de Cali,3.317708056,-76.63669028,1720,15/09/2017,2017,9,-67.6,-9.92,,,11.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43023,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2017,2017,10,-67.3,-10.09,,,13.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43054,Santiago de Cali,3.317708056,-76.63669028,1720,15/11/2017,2017,11,-65.6,-9.75,,,12.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43084,Santiago de Cali,3.317708056,-76.63669028,1720,15/12/2017,2017,12,-64.4,-9.64,,,12.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43115,Santiago de Cali,3.317708056,-76.63669028,1720,15/01/2018,2018,1,-62.9,-9.64,,,14.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43146,Santiago de Cali,3.317708056,-76.63669028,1720,15/02/2018,2018,2,-21.1,-4.27,,,13.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43174,Santiago de Cali,3.317708056,-76.63669028,1720,15/03/2018,2018,3,-72.7,-10.97,,,15.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43205,Santiago de Cali,3.317708056,-76.63669028,1720,15/04/2018,2018,4,-72.2,-10.97,,,15.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43235,Santiago de Cali,3.317708056,-76.63669028,1720,15/05/2018,2018,5,-121.3,-16.8,,,13.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43266,Santiago de Cali,3.317708056,-76.63669028,1720,15/06/2018,2018,6,-121.7,-16.79,,,12.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43296,Santiago de Cali,3.317708056,-76.63669028,1720,15/07/2018,2018,7,-58.1,-9.16,,,15.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43327,Santiago de Cali,3.317708056,-76.63669028,1720,15/08/2018,2018,8,-53.9,-8.14,,,11.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43388,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2018,2018,10,-79.3,-11.08,,,9.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43419,Santiago de Cali,3.317708056,-76.63669028,1720,15/11/2018,2018,11,-61.4,-9.21,,,12.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43511,Santiago de Cali,3.317708056,-76.63669028,1720,15/02/2019,2019,2,-60.3,-9.19,,,13.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43570,Santiago de Cali,3.317708056,-76.63669028,1720,15/04/2019,2019,4,-60.9,-9.23,,,12.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43600,Santiago de Cali,3.317708056,-76.63669028,1720,15/05/2019,2019,5,-64,-9.17,,,9.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43631,Santiago de Cali,3.317708056,-76.63669028,1720,15/06/2019,2019,6,-105,-14.86,,,13.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43661,Santiago de Cali,3.317708056,-76.63669028,1720,15/07/2019,2019,7,-104.8,-14.6,,,12,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43692,Santiago de Cali,3.317708056,-76.63669028,1720,15/08/2019,2019,8,-96.2,-13.95,,,15.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43723,Santiago de Cali,3.317708056,-76.63669028,1720,15/09/2019,2019,9,-75.8,-11.98,,,20,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43753,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2019,2019,10,-82.5,-12.17,,,14.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali43784,Santiago de Cali,3.317708056,-76.63669028,1720,15/11/2019,2019,11,-80.1,-12.01,,,16,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44211,Santiago de Cali,3.317708056,-76.63669028,1720,15/01/2021,2021,1,-34.5,-4.52,,,1.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44242,Santiago de Cali,3.317708056,-76.63669028,1720,15/02/2021,2021,2,-68.4,-9.91,,,10.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44637,Santiago de Cali,3.317708056,-76.63669028,1720,17/03/2022,2022,3,-70.9,-9.91,,,8.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44667,Santiago de Cali,3.317708056,-76.63669028,1720,16/04/2022,2022,4,-109.9,-13.42,,,-2.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44696,Santiago de Cali,3.317708056,-76.63669028,1720,15/05/2022,2022,5,-107.5,-12.91,,,-4.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44727,Santiago de Cali,3.317708056,-76.63669028,1720,15/06/2022,2022,6,-122.1,-16.93,,,13.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44757,Santiago de Cali,3.317708056,-76.63669028,1720,15/07/2022,2022,7,-82.8,-11.65,,,10.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44788,Santiago de Cali,3.317708056,-76.63669028,1720,15/08/2022,2022,8,-84.7,-11.84,,,10,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44819,Santiago de Cali,3.317708056,-76.63669028,1720,15/09/2022,2022,9,-82.2,-11.02,,,6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Santiago de Cali44849,Santiago de Cali,3.317708056,-76.63669028,1720,15/10/2022,2022,10,-84.1,-11.62,,,8.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio41988,Villavicencio,4.1375,-73.625,450,15/12/2014,2014,12,-9.93,-1.92,,,5.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42019,Villavicencio,4.1375,-73.625,450,15/01/2015,2015,1,1.44,1.812,,,-13.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42050,Villavicencio,4.1375,-73.625,450,15/02/2015,2015,2,-0.72,0.696,,,-6.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42109,Villavicencio,4.1375,-73.625,450,15/04/2015,2015,4,-19.31,-3.315,,,7.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42139,Villavicencio,4.1375,-73.625,450,15/05/2015,2015,5,-25.21,-4.029,,,7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42170,Villavicencio,4.1375,-73.625,450,15/06/2015,2015,6,-35.75,-5.156,,,5.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42200,Villavicencio,4.1375,-73.625,450,15/07/2015,2015,7,-26,-3.824,,,4.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42231,Villavicencio,4.1375,-73.625,450,15/08/2015,2015,8,-14.33,-2.926,,,9.1,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42262,Villavicencio,4.1375,-73.625,450,15/09/2015,2015,9,-10.24,-2.313,,,8.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42292,Villavicencio,4.1375,-73.625,450,15/10/2015,2015,10,-12.74,-2.244,,,5.2,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42323,Villavicencio,4.1375,-73.625,450,15/11/2015,2015,11,-21.29,-3.729,,,8.5,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42384,Villavicencio,4.1375,-73.625,450,15/01/2016,2016,1,25.44,3.915,,,-5.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42415,Villavicencio,4.1375,-73.625,450,15/02/2016,2016,2,12.53,0.838,,,5.8,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42444,Villavicencio,4.1375,-73.625,450,15/03/2016,2016,3,-3.2,-1.31,,,7.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42475,Villavicencio,4.1375,-73.625,450,15/04/2016,2016,4,-40.4,-6.37,,,10.6,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42505,Villavicencio,4.1375,-73.625,450,15/05/2016,2016,5,-70.76,-9.709,,,6.9,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42536,Villavicencio,4.1375,-73.625,450,15/06/2016,2016,6,-44.84,-6.822,,,9.7,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42566,Villavicencio,4.1375,-73.625,450,15/07/2016,2016,7,-55.23,-8.28,,,11,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42597,Villavicencio,4.1375,-73.625,450,15/08/2016,2016,8,-23.62,-4.235,,,10.3,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42628,Villavicencio,4.1375,-73.625,450,15/09/2016,2016,9,-27.4,-4.977,,,12.4,Lluvia,Lluvia,CO,IDEAM -RNI
IDEAM_RNI_Villavicencio42658,Villavicencio,4.1375,-73.625,450,15/10/2016,2016,10,-19.05,-3.655,,,10.2,Lluvia,Lluvia,CO,IDEAM -RNI
